year,month,dayofmonth,state,PM2.5,CO,O3,dayofweek,quarter,weekofyear,dayofyear,date,pm_lag_1Y,co_lag_1Y,o3_lag_1Y,pm_lag_2Y,co_lag_2Y,o3_lag_2Y,pm_lag_1M,co_lag_1M,o3_lag_1M,pm_lag_1W,co_lag_1W,o3_lag_1W
2013,3,6,Changping,230.7826086956522,3034.3478260869565,69.65217391304348,2,1,10,65,2013-03-06,,,,,,,,,,,,
2013,3,6,Dingling,220.79166666666666,2166.5,73.125,2,1,10,65,2013-03-06,,,,,,,,,,,,
2013,3,7,Tiantan,224.41176470588235,3987.8823529411766,52.35294117647059,3,1,10,66,2013-03-07,,,,,,,,,,,,
2013,3,7,Gucheng,226.86666666666667,4072.733333333333,51.13333333333333,3,1,10,66,2013-03-07,,,,,,,,,,,,
2013,3,7,Dingling,141.41666666666666,1737.3333333333333,60.333333333333336,3,1,10,66,2013-03-07,,,,,,,,,,,,
2013,3,7,Guanyuan,223.86666666666667,3246.3333333333335,47.333333333333336,3,1,10,66,2013-03-07,,,,,,,,,,,,
2013,3,7,Nongzhanguan,237.35714285714286,3178.214285714286,51.42857142857143,3,1,10,66,2013-03-07,,,,,,,,,,,,
2013,3,7,Aotizhongxin,252.38095238095238,3590.0,32.38095238095238,3,1,10,66,2013-03-07,,,,,,,,,,,,
2013,3,7,Shunyi,238.83333333333334,3205.4444444444443,40.0,3,1,10,66,2013-03-07,,,,,,,,,,,,
2013,3,7,Wanshouxigong,238.33333333333334,3938.6111111111113,38.0,3,1,10,66,2013-03-07,,,,,,,,,,,,
2013,3,7,Changping,200.66666666666666,3257.9166666666665,41.0,3,1,10,66,2013-03-07,,,,,,,,,,,,
2013,3,7,Dongsi,244.92307692307693,3553.4615384615386,52.84615384615385,3,1,10,66,2013-03-07,,,,,,,,,,,,
2013,3,7,Wanliu,200.8235294117647,4358.588235294118,22.88235294117647,3,1,10,66,2013-03-07,,,,,,,,,,,,
2013,3,7,Huairou,175.8,2239.65,65.9,3,1,10,66,2013-03-07,,,,,,,,,,,,
2013,3,8,Guanyuan,132.69230769230768,1722.923076923077,105.15384615384616,4,1,10,67,2013-03-08,,,,,,,,,,7.541666666666667,400.0,63.166666666666664
2013,3,8,Aotizhongxin,186.0,2083.0,77.77777777777777,4,1,10,67,2013-03-08,,,,,,,,,,7.125,429.1666666666667,63.875
2013,3,8,Dongsi,133.4,2266.3333333333335,103.06666666666666,4,1,10,67,2013-03-08,,,,,,,,,,6.416666666666667,391.6666666666667,72.25
2013,3,8,Gucheng,157.23076923076923,1822.923076923077,106.38461538461539,4,1,10,67,2013-03-08,,,,,,,,,,8.625,862.5,76.08333333333333
2013,3,8,Dingling,122.4090909090909,1145.3636363636363,85.81818181818181,4,1,10,67,2013-03-08,,,,,,,,,,6.375,204.16666666666666,81.95833333333333
2013,3,8,Changping,166.86363636363637,2281.5,81.86363636363636,4,1,10,67,2013-03-08,,,,,,,,,,5.083333333333333,387.5,77.79166666666667
2013,3,8,Huairou,165.13636363636363,1813.2272727272727,83.86363636363636,4,1,10,67,2013-03-08,,,,,,,,,,7.541666666666667,329.1666666666667,78.75
2013,3,8,Shunyi,196.95238095238096,2490.3333333333335,95.33333333333333,4,1,10,67,2013-03-08,,,,,,,,,,8.083333333333334,345.8333333333333,60.791666666666664
2013,3,8,Tiantan,115.9375,2662.375,100.1875,4,1,10,67,2013-03-08,,,,,,,,,,8.625,450.0,68.08333333333333
2013,3,8,Wanshouxigong,129.69230769230768,1546.0,89.07692307692308,4,1,10,67,2013-03-08,,,,,,,,,,8.041666666666666,320.8333333333333,57.291666666666664
2013,3,8,Nongzhanguan,123.76923076923077,1661.4615384615386,97.07692307692308,4,1,10,67,2013-03-08,,,,,,,,,,6.458333333333333,341.6666666666667,72.08333333333333
2013,3,8,Wanliu,170.07142857142858,2292.785714285714,61.92857142857143,4,1,10,67,2013-03-08,,,,,,,,,,8.0,395.8333333333333,46.708333333333336
2013,3,9,Huairou,52.125,812.5,102.5,5,1,10,68,2013-03-09,,,,,,,,,,32.708333333333336,749.9583333333334,35.00501666666667
2013,3,9,Dongsi,58.916666666666664,1308.0416666666667,97.08333333333333,5,1,10,68,2013-03-09,,,,,,,,,,30.5,966.5833333333334,37.791666666666664
2013,3,9,Aotizhongxin,62.041666666666664,1178.9583333333333,73.91666666666667,5,1,10,68,2013-03-09,,,,,,,,,,30.75,824.9166666666666,29.75
2013,3,9,Shunyi,87.125,1554.0833333333333,78.375,5,1,10,68,2013-03-09,,,,,,,,,,32.625,920.8333333333334,40.416666666666664
2013,3,9,Dingling,59.833333333333336,662.4166666666666,100.95833333333333,5,1,10,68,2013-03-09,,,,,,,,,,34.041666666666664,875.0,24.708333333333332
2013,3,9,Changping,58.25,937.4166666666666,102.25,5,1,10,68,2013-03-09,,,,,,,,,,33.333333333333336,962.5,28.833333333333332
2013,3,9,Guanyuan,51.75,1024.8333333333333,96.91666666666667,5,1,10,68,2013-03-09,,,,,,,,,,26.375,841.5833333333334,35.166666666666664
2013,3,9,Wanliu,66.0,1291.5833333333333,61.708333333333336,5,1,10,68,2013-03-09,,,,,,,,,,29.083333333333332,908.3333333333334,17.666666666666668
2013,3,9,Tiantan,60.333333333333336,1387.2916666666667,88.91666666666667,5,1,10,68,2013-03-09,,,,,,,,,,31.708333333333332,912.5,34.041666666666664
2013,3,9,Wanshouxigong,57.25,1229.0,83.91666666666667,5,1,10,68,2013-03-09,,,,,,,,,,30.916666666666668,879.1666666666666,27.833333333333332
2013,3,9,Nongzhanguan,56.375,1404.0833333333333,93.41666666666667,5,1,10,68,2013-03-09,,,,,,,,,,28.75,962.4166666666666,40.166666666666664
2013,3,9,Gucheng,59.333333333333336,987.5,102.125,5,1,10,68,2013-03-09,,,,,,,,,,36.916666666666664,1479.0416666666667,39.583333333333336
2013,3,10,Huairou,43.625,762.5,90.54166666666667,6,1,10,69,2013-03-10,,,,,,,,,,57.625,945.8333333333334,27.833333333333332
2013,3,10,Dongsi,36.333333333333336,937.4583333333334,95.125,6,1,10,69,2013-03-10,,,,,,,,,,98.33333333333333,2132.875,20.333333333333332
2013,3,10,Tiantan,38.291666666666664,812.4166666666666,89.75,6,1,10,69,2013-03-10,,,,,,,,,,98.04166666666667,2028.9583333333333,16.916666666666668
2013,3,10,Dingling,25.791666666666668,379.1666666666667,94.0,6,1,10,69,2013-03-10,,,,,,,,,,43.833333333333336,825.0,41.0
2013,3,10,Shunyi,61.5,1112.5,49.083333333333336,6,1,10,69,2013-03-10,,,,,,,,,,76.5,1749.9166666666667,24.541666666666668
2013,3,10,Wanliu,38.083333333333336,816.625,67.45833333333333,6,1,10,69,2013-03-10,,,,,,,,,,80.125,2074.5833333333335,12.083333333333334
2013,3,10,Wanshouxigong,35.083333333333336,875.0,82.41666666666667,6,1,10,69,2013-03-10,,,,,,,,,,96.0,2004.0,11.5
2013,3,10,Changping,30.25,604.1666666666666,97.29166666666667,6,1,10,69,2013-03-10,,,,,,,,,,57.541666666666664,1254.0,31.333333333333332
2013,3,10,Aotizhongxin,34.291666666666664,708.3333333333334,82.66666666666667,6,1,10,69,2013-03-10,,,,,,,,,,76.91666666666667,1620.625,19.125
2013,3,10,Nongzhanguan,35.875,754.1666666666666,94.375,6,1,10,69,2013-03-10,,,,,,,,,,104.75,2308.0,18.583333333333332
2013,3,10,Guanyuan,34.083333333333336,733.3333333333334,90.29166666666667,6,1,10,69,2013-03-10,,,,,,,,,,81.5,1966.4583333333333,16.5
2013,3,10,Gucheng,41.583333333333336,799.9583333333334,98.625,6,1,10,69,2013-03-10,,,,,,,,,,80.33333333333333,2349.7083333333335,33.708333333333336
2013,3,11,Wanliu,139.95833333333334,2299.75,56.416666666666664,0,1,11,70,2013-03-11,,,,,,,,,,22.875,829.0833333333334,31.75
2013,3,11,Tiantan,122.04166666666667,1449.875,88.08333333333333,0,1,11,70,2013-03-11,,,,,,,,,,22.333333333333332,895.7916666666666,53.125
2013,3,11,Dingling,117.70833333333333,1266.4583333333333,90.66666666666667,0,1,11,70,2013-03-11,,,,,,,,,,17.541666666666668,400.0,76.91666666666667
2013,3,11,Shunyi,124.91666666666667,1603.875,64.91666666666667,0,1,11,70,2013-03-11,,,,,,,,,,19.833333333333332,791.5833333333334,55.125
2013,3,11,Dongsi,111.625,1287.25,86.66666666666667,0,1,11,70,2013-03-11,,,,,,,,,,24.291666666666668,870.8333333333334,62.291666666666664
2013,3,11,Changping,123.95833333333333,1716.4166666666667,88.58333333333333,0,1,11,70,2013-03-11,,,,,,,,,,20.791666666666668,583.3333333333334,66.45833333333333
2013,3,11,Nongzhanguan,113.04166666666667,1337.3333333333333,87.04166666666667,0,1,11,70,2013-03-11,,,,,,,,,,22.875,674.9583333333334,62.458333333333336
2013,3,11,Guanyuan,119.33333333333333,1699.75,85.16666666666667,0,1,11,70,2013-03-11,,,,,,,,,,18.25,625.0,54.5
2013,3,11,Wanshouxigong,120.20833333333333,1624.7916666666667,74.54166666666667,0,1,11,70,2013-03-11,,,,,,,,,,23.125,754.0416666666666,42.458333333333336
2013,3,11,Huairou,119.54166666666667,1295.6666666666667,70.95833333333333,0,1,11,70,2013-03-11,,,,,,,,,,20.75,524.9583333333334,55.916666666666664
2013,3,11,Gucheng,138.0,2203.75,91.54166666666667,0,1,11,70,2013-03-11,,,,,,,,,,26.5,1170.6666666666667,67.25
2013,3,11,Aotizhongxin,123.79166666666667,1670.75,75.25,0,1,11,70,2013-03-11,,,,,,,,,,22.708333333333332,604.1666666666666,53.75
2013,3,12,Wanliu,134.375,2212.2916666666665,21.0,1,1,11,71,2013-03-12,,,,,,,,,,134.04166666666666,2495.5,48.541666666666664
2013,3,12,Changping,137.83333333333334,1816.375,35.875,1,1,11,71,2013-03-12,,,,,,,,,,106.95833333333333,1641.3333333333333,88.75
2013,3,12,Wanshouxigong,123.70833333333333,1820.5833333333333,33.416666666666664,1,1,11,71,2013-03-12,,,,,,,,,,148.66666666666666,2241.3333333333335,81.79166666666667
2013,3,12,Gucheng,137.08333333333334,2053.9166666666665,39.666666666666664,1,1,11,71,2013-03-12,,,,,,,,,,136.70833333333334,1349.7083333333333,84.375
2013,3,12,Dingling,138.08333333333334,1545.5,43.041666666666664,1,1,11,71,2013-03-12,,,,,,,,,,105.375,1187.375,86.5
2013,3,12,Tiantan,126.95833333333333,2028.7916666666667,47.416666666666664,1,1,11,71,2013-03-12,,,,,,,,,,141.66666666666666,2408.0,94.0
2013,3,12,Aotizhongxin,122.79166666666667,1645.7083333333333,36.583333333333336,1,1,11,71,2013-03-12,,,,,,,,,,148.875,2357.9583333333335,68.45833333333333
2013,3,12,Huairou,106.54166666666667,1208.1666666666667,41.875,1,1,11,71,2013-03-12,,,,,,,,,,50.083333333333336,1320.7083333333333,87.95833333333333
2013,3,12,Shunyi,115.875,1533.2916666666667,43.666666666666664,1,1,11,71,2013-03-12,,,,,,,,,,114.95833333333333,1783.125,74.54166666666667
2013,3,12,Dongsi,126.75,1408.0833333333333,45.75,1,1,11,71,2013-03-12,,,,,,,,,,154.25,2403.9166666666665,83.04166666666667
2013,3,12,Guanyuan,117.70833333333333,1858.2083333333333,39.5,1,1,11,71,2013-03-12,,,,,,,,,,141.16666666666666,2483.0833333333335,78.79166666666667
2013,3,12,Nongzhanguan,127.83333333333333,1999.7083333333333,50.166666666666664,1,1,11,71,2013-03-12,,,,,,,,,,131.83333333333334,2578.875,77.58333333333333
2013,3,13,Wanshouxigong,21.708333333333332,629.1666666666666,62.666666666666664,2,1,11,72,2013-03-13,,,,,,,,,,207.875,3153.7916666666665,60.041666666666664
2013,3,13,Huairou,10.583333333333334,312.5,85.45833333333333,2,1,11,72,2013-03-13,,,,,,,,,,163.30434782608697,1995.4347826086957,81.04347826086956
2013,3,13,Guanyuan,14.666666666666666,550.0,74.45833333333333,2,1,11,72,2013-03-13,,,,,,,,,,204.52173913043478,3330.0434782608695,27.956521739130434
2013,3,13,Nongzhanguan,19.375,508.3333333333333,78.20833333333333,2,1,11,72,2013-03-13,,,,,,,,,,195.33333333333334,2824.5416666666665,30.458333333333332
2013,3,13,Dongsi,18.458333333333332,483.3333333333333,79.5,2,1,11,72,2013-03-13,,,,,,,,,,206.83333333333334,2991.3333333333335,28.0
2013,3,13,Changping,13.25,437.5,85.08333333333333,2,1,11,72,2013-03-13,,,,,,,,,,230.7826086956522,3034.3478260869565,69.65217391304348
2013,3,13,Wanliu,21.708333333333332,645.7916666666666,47.458333333333336,2,1,11,72,2013-03-13,,,,,,,,,,229.54166666666666,3328.7083333333335,16.291666666666668
2013,3,13,Gucheng,28.583333333333332,745.8333333333334,64.625,2,1,11,72,2013-03-13,,,,,,,,,,186.7391304347826,2260.6521739130435,17.130434782608695
2013,3,13,Dingling,10.958333333333334,258.3333333333333,85.70833333333333,2,1,11,72,2013-03-13,,,,,,,,,,220.79166666666666,2166.5,73.125
2013,3,13,Tiantan,16.916666666666668,600.0,74.0,2,1,11,72,2013-03-13,,,,,,,,,,193.70833333333334,3057.9166666666665,75.33333333333333
2013,3,13,Shunyi,14.166666666666666,408.3333333333333,76.625,2,1,11,72,2013-03-13,,,,,,,,,,168.70833333333334,2295.5833333333335,49.708333333333336
2013,3,13,Aotizhongxin,16.041666666666668,504.1666666666667,71.875,2,1,11,72,2013-03-13,,,,,,,,,,220.6086956521739,3047.478260869565,19.391304347826086
2013,3,14,Wanshouxigong,85.58333333333333,1583.2083333333333,66.91666666666667,3,1,11,73,2013-03-14,,,,,,,,,,238.33333333333334,3938.6111111111113,38.0
2013,3,14,Shunyi,90.125,1270.7916666666667,74.125,3,1,11,73,2013-03-14,,,,,,,,,,238.83333333333334,3205.4444444444443,40.0
2013,3,14,Dongsi,97.5,1437.2916666666667,78.875,3,1,11,73,2013-03-14,,,,,,,,,,244.92307692307693,3553.4615384615386,52.84615384615385
2013,3,14,Huairou,108.0,1470.5833333333333,79.25,3,1,11,73,2013-03-14,,,,,,,,,,175.8,2239.65,65.9
2013,3,14,Tiantan,83.875,1374.7083333333333,78.45833333333333,3,1,11,73,2013-03-14,,,,,,,,,,224.41176470588235,3987.8823529411766,52.35294117647059
2013,3,14,Guanyuan,93.58333333333333,1487.5,76.08333333333333,3,1,11,73,2013-03-14,,,,,,,,,,223.86666666666667,3246.3333333333335,47.333333333333336
2013,3,14,Changping,109.0,1491.4166666666667,81.125,3,1,11,73,2013-03-14,,,,,,,,,,200.66666666666666,3257.9166666666665,41.0
2013,3,14,Wanliu,104.375,1454.0416666666667,61.041666666666664,3,1,11,73,2013-03-14,,,,,,,,,,200.8235294117647,4358.588235294118,22.88235294117647
2013,3,14,Gucheng,100.58333333333333,1608.0833333333333,80.04166666666667,3,1,11,73,2013-03-14,,,,,,,,,,226.86666666666667,4072.733333333333,51.13333333333333
2013,3,14,Nongzhanguan,87.45833333333333,1391.5833333333333,86.5,3,1,11,73,2013-03-14,,,,,,,,,,237.35714285714286,3178.214285714286,51.42857142857143
2013,3,14,Dingling,107.83333333333333,1253.9166666666667,81.29166666666667,3,1,11,73,2013-03-14,,,,,,,,,,141.41666666666666,1737.3333333333333,60.333333333333336
2013,3,14,Aotizhongxin,95.16666666666667,1337.2916666666667,68.91666666666667,3,1,11,73,2013-03-14,,,,,,,,,,252.38095238095238,3590.0,32.38095238095238
2013,3,15,Aotizhongxin,212.29166666666666,2116.5,44.208333333333336,4,1,11,74,2013-03-15,,,,,,,,,,186.0,2083.0,77.77777777777777
2013,3,15,Tiantan,189.70833333333334,2249.625,62.75,4,1,11,74,2013-03-15,,,,,,,,,,115.9375,2662.375,100.1875
2013,3,15,Shunyi,210.16666666666666,2016.4583333333333,39.458333333333336,4,1,11,74,2013-03-15,,,,,,,,,,196.95238095238096,2490.3333333333335,95.33333333333333
2013,3,15,Wanshouxigong,175.375,2374.7083333333335,43.708333333333336,4,1,11,74,2013-03-15,,,,,,,,,,129.69230769230768,1546.0,89.07692307692308
2013,3,15,Wanliu,225.08333333333334,2345.4583333333335,37.791666666666664,4,1,11,74,2013-03-15,,,,,,,,,,170.07142857142858,2292.785714285714,61.92857142857143
2013,3,15,Gucheng,215.2173913043478,2608.391304347826,60.869565217391305,4,1,11,74,2013-03-15,,,,,,,,,,157.23076923076923,1822.923076923077,106.38461538461539
2013,3,15,Changping,183.29166666666666,1866.4166666666667,58.291666666666664,4,1,11,74,2013-03-15,,,,,,,,,,166.86363636363637,2281.5,81.86363636363636
2013,3,15,Guanyuan,188.125,2270.625,63.083333333333336,4,1,11,74,2013-03-15,,,,,,,,,,132.69230769230768,1722.923076923077,105.15384615384616
2013,3,15,Nongzhanguan,211.04166666666666,2416.2083333333335,60.333333333333336,4,1,11,74,2013-03-15,,,,,,,,,,123.76923076923077,1661.4615384615386,97.07692307692308
2013,3,15,Huairou,220.83333333333334,2012.25,45.375,4,1,11,74,2013-03-15,,,,,,,,,,165.13636363636363,1813.2272727272727,83.86363636363636
2013,3,15,Dingling,204.16666666666666,1583.25,62.666666666666664,4,1,11,74,2013-03-15,,,,,,,,,,122.4090909090909,1145.3636363636363,85.81818181818181
2013,3,15,Dongsi,219.95833333333334,2299.4166666666665,60.708333333333336,4,1,11,74,2013-03-15,,,,,,,,,,133.4,2266.3333333333335,103.06666666666666
2013,3,16,Tiantan,247.79166666666666,2453.75,88.54166666666667,5,1,11,75,2013-03-16,,,,,,,,,,60.333333333333336,1387.2916666666667,88.91666666666667
2013,3,16,Nongzhanguan,244.5,2320.625,81.58333333333333,5,1,11,75,2013-03-16,,,,,,,,,,56.375,1404.0833333333333,93.41666666666667
2013,3,16,Dingling,237.5,2053.875,93.625,5,1,11,75,2013-03-16,,,,,,,,,,59.833333333333336,662.4166666666666,100.95833333333333
2013,3,16,Aotizhongxin,244.875,2183.0,66.66666666666667,5,1,11,75,2013-03-16,,,,,,,,,,62.041666666666664,1178.9583333333333,73.91666666666667
2013,3,16,Guanyuan,225.66666666666666,2382.9166666666665,94.54166666666667,5,1,11,75,2013-03-16,,,,,,,,,,51.75,1024.8333333333333,96.91666666666667
2013,3,16,Shunyi,233.41666666666666,2053.875,67.625,5,1,11,75,2013-03-16,,,,,,,,,,87.125,1554.0833333333333,78.375
2013,3,16,Dongsi,238.7391304347826,2286.695652173913,85.52173913043478,5,1,11,75,2013-03-16,,,,,,,,,,58.916666666666664,1308.0416666666667,97.08333333333333
2013,3,16,Wanshouxigong,227.375,2462.125,72.875,5,1,11,75,2013-03-16,,,,,,,,,,57.25,1229.0,83.91666666666667
2013,3,16,Changping,226.04347826086956,2369.304347826087,91.52173913043478,5,1,11,75,2013-03-16,,,,,,,,,,58.25,937.4166666666666,102.25
2013,3,16,Huairou,236.0,2066.4583333333335,77.70833333333333,5,1,11,75,2013-03-16,,,,,,,,,,52.125,812.5,102.5
2013,3,16,Gucheng,230.66666666666666,2423.6666666666665,86.04761904761905,5,1,11,75,2013-03-16,,,,,,,,,,59.333333333333336,987.5,102.125
